date,total_kwh,avg_kwh_per_slot,peak_kwh,avg_power_kw,connectivity_slots,total_slots,gap_pct,day_quality
2026-06-02,1504.1126889603038,15.667840510003165,51.09376000007615,0.40278846182692307,0,96,0.0,good
2026-06-03,1131.4063985607936,11.7854833183416,35.15631999995094,0.3604927519130435,13,96,13.54,moderate
2026-06-04,1107.2189103998244,11.533530316664837,44.84368000004906,0.33151851692592593,22,96,22.92,poor
2026-06-05,1370.1814639999066,14.27272358333236,41.56239999982063,0.3665273971780822,0,96,0.0,good
2026-06-06,1611.149824000022,16.782810666666894,54.374879999959376,0.3904733328866667,9,96,9.38,moderate
2026-06-07,1926.4562080003088,20.067252166669885,51.25008000002708,0.5007371770833333,12,96,12.5,moderate
2026-06-08,3603.1251200000406,37.53255333333376,74.59960999998657,0.7803214240535714,29,96,30.21,poor
2026-06-09,4644.843680000049,48.38378833333385,112.03119999991031,1.2705802468641976,0,96,0.0,good
2026-06-10,4707.187519999861,49.03320333333189,136.0937599997851,1.2548134322686566,8,96,8.33,moderate
2026-06-11,3340.7812799999374,34.799804999999346,102.5,1.3459999986938775,32,96,33.33,poor
2026-06-12,4233.2812945455025,44.09668015151565,113.59376000007614,1.3802611930447761,19,96,19.79,moderate
2026-06-13,4432.343665454484,46.17024651515087,126.4062400002149,1.353986297952055,9,96,9.38,moderate
2026-06-14,3561.0369018182446,37.094134393940045,135.93743999983417,0.93907499705625,3,96,3.12,good
2026-06-15,4126.931898181845,42.98887393939422,104.06256000016585,1.3146694918389832,26,96,27.08,poor
2026-06-16,5345.5874847996165,55.68320296666267,126.40623999992386,1.3762666732222222,0,96,0.0,good
2026-06-17,5257.656160000188,54.76725166666862,140.9375999998883,1.3624888889833333,0,96,0.0,good
2026-06-18,4255.516812307737,44.3283001282056,142.34384000010323,1.1818358131343285,20,96,20.83,poor
2026-06-19,4404.312911692418,45.878259496796026,120.0,1.3875774637042255,14,96,14.58,moderate
2026-06-20,3993.0078999999387,41.593832291666025,124.84368000004906,1.2216549274507043,10,96,10.42,moderate
2026-06-21,2356.0896975997216,24.542601016663767,92.81248000013876,0.770136361340909,26,96,27.08,poor
2026-06-22,3933.3135264001126,40.972015900001175,124.68736000009812,1.0550240978313254,3,96,3.12,good
2026-06-23,4185.59901333317,43.59998972222052,131.0937599997851,1.19876667162,8,96,8.33,moderate
2026-06-24,4697.722949866536,48.93461406110975,150.31248000013875,1.2710542187048193,0,96,0.0,good
2026-06-25,5025.546880000184,52.34944666666858,107.18752000015228,1.295367809637931,0,96,0.0,good
2026-06-26,2401.7407439996896,25.018132749996767,63.906239999923855,0.6937749997875,6,96,6.25,moderate
2026-06-27,5006.406240000215,52.150065000002236,131.09376000007614,1.2996263796868133,0,96,0.0,good
2026-06-28,4512.317759999957,47.00330999999955,102.34368000004906,1.162716669027778,0,96,0.0,good
2026-06-29,4422.057279999765,46.06309666666422,116.87504000001354,1.406694026597015,9,96,9.38,moderate
2026-06-30,4195.156160000188,45.1092060215074,91.24991999997292,1.3276615427307692,18,93,19.35,moderate
